HackerRank ID,Score
vishalyadav26091,100.00
amitkarun4559,100.00
h1032210585,100.00
poojaprajapati23,50.00
TanmayAI,50.00
aakashmourya65,50.00
Aminashaikh0050,50.00
kunalrawal78,50.00
kwagh60,50.00
saakansha645,50.00
h1032210475,0.00
wassupnigggaa,0.00
atharvmore30,0.00
anushkarao03,0.00
Ravi02,0.00
sharmashruti8903,0.00
aditya_bolke2020,0.00
abhishekyadav03,0.00
aryangaur380,0.00
