problem_name,submission_count,avg_code_length,min_code_length,max_code_length,std_code_length,avg_token_count,min_token_count,max_token_count,std_token_count
unknown,1847,1365.6323768272875,22,12901,951.9023768718018,332.0579317812669,10,4202,259.762364109689
