group_id,problem_name,submission_id,username,language,identical_submissions_in_group
114,unknown,1390054089,unknown,unknown,6
114,unknown,1390054075,unknown,unknown,6
115,unknown,1390054607,unknown,unknown,6
115,unknown,1390054570,unknown,unknown,6
115,unknown,1390054533,unknown,unknown,6
115,unknown,1390054279,unknown,unknown,6
115,unknown,1390053683,unknown,unknown,6
115,unknown,1390053249,unknown,unknown,6
116,unknown,1390054593,unknown,unknown,2
116,unknown,1390054370,unknown,unknown,2
117,unknown,1390054556,unknown,unknown,2
117,unknown,1390053193,unknown,unknown,2
118,unknown,1390054525,unknown,unknown,2
118,unknown,1390054458,unknown,unknown,2
119,unknown,1390054507,unknown,unknown,2
119,unknown,1390054425,unknown,unknown,2
120,unknown,1390054502,unknown,unknown,2
120,unknown,1390054448,unknown,unknown,2
121,unknown,1390054493,unknown,unknown,2
121,unknown,1390054321,unknown,unknown,2
122,unknown,1390054491,unknown,unknown,4
122,unknown,1390053897,unknown,unknown,4
122,unknown,1390053614,unknown,unknown,4
122,unknown,1390053567,unknown,unknown,4
123,unknown,1390054484,unknown,unknown,5
123,unknown,1390054280,unknown,unknown,5
123,unknown,1390053998,unknown,unknown,5
123,unknown,1390053948,unknown,unknown,5
123,unknown,1390053872,unknown,unknown,5
124,unknown,1390054482,unknown,unknown,9
124,unknown,1390054066,unknown,unknown,9
124,unknown,1390053559,unknown,unknown,9
124,unknown,1390053349,unknown,unknown,9
124,unknown,1390053090,unknown,unknown,9
124,unknown,1390053017,unknown,unknown,9
124,unknown,1390052807,unknown,unknown,9
124,unknown,1390052590,unknown,unknown,9
124,unknown,1390052079,unknown,unknown,9
125,unknown,1390054472,unknown,unknown,2
125,unknown,1390054297,unknown,unknown,2
126,unknown,1390054454,unknown,unknown,2
126,unknown,1390054405,unknown,unknown,2
127,unknown,1390054417,unknown,unknown,5
127,unknown,1390054204,unknown,unknown,5
127,unknown,1390053670,unknown,unknown,5
127,unknown,1390053163,unknown,unknown,5
127,unknown,1390053010,unknown,unknown,5
128,unknown,1390054404,unknown,unknown,6
128,unknown,1390053202,unknown,unknown,6
128,unknown,1390052884,unknown,unknown,6
128,unknown,1390052699,unknown,unknown,6
128,unknown,1390052421,unknown,unknown,6
128,unknown,1390052295,unknown,unknown,6
129,unknown,1390054396,unknown,unknown,3
129,unknown,1390054246,unknown,unknown,3
129,unknown,1390053969,unknown,unknown,3
130,unknown,1390054360,unknown,unknown,5
130,unknown,1390054134,unknown,unknown,5
130,unknown,1390053586,unknown,unknown,5
130,unknown,1390053356,unknown,unknown,5
130,unknown,1390053304,unknown,unknown,5
131,unknown,1390054351,unknown,unknown,2
131,unknown,1390054311,unknown,unknown,2
132,unknown,1390054354,unknown,unknown,3
132,unknown,1390054144,unknown,unknown,3
132,unknown,1390053931,unknown,unknown,3
133,unknown,1390054301,unknown,unknown,2
133,unknown,1390053459,unknown,unknown,2
134,unknown,1390054283,unknown,unknown,2
134,unknown,1390054223,unknown,unknown,2
135,unknown,1390054222,unknown,unknown,4
135,unknown,1390053958,unknown,unknown,4
135,unknown,1390053652,unknown,unknown,4
135,unknown,1390053615,unknown,unknown,4
136,unknown,1390054185,unknown,unknown,3
136,unknown,1390053161,unknown,unknown,3
136,unknown,1390052209,unknown,unknown,3
137,unknown,1390054147,unknown,unknown,4
137,unknown,1390052906,unknown,unknown,4
137,unknown,1390052571,unknown,unknown,4
137,unknown,1390052305,unknown,unknown,4
138,unknown,1390054135,unknown,unknown,3
138,unknown,1390053483,unknown,unknown,3
138,unknown,1390052501,unknown,unknown,3
139,unknown,1390054111,unknown,unknown,2
139,unknown,1390053722,unknown,unknown,2
140,unknown,1390054084,unknown,unknown,4
140,unknown,1390054008,unknown,unknown,4
140,unknown,1390053618,unknown,unknown,4
140,unknown,1390053565,unknown,unknown,4
141,unknown,1390054076,unknown,unknown,3
141,unknown,1390052944,unknown,unknown,3
141,unknown,1390052112,unknown,unknown,3
142,unknown,1390054071,unknown,unknown,2
142,unknown,1390053548,unknown,unknown,2
143,unknown,1390054052,unknown,unknown,2
143,unknown,1390053135,unknown,unknown,2
144,unknown,1390054010,unknown,unknown,3
144,unknown,1390053495,unknown,unknown,3
144,unknown,1390053423,unknown,unknown,3
145,unknown,1390053990,unknown,unknown,20
145,unknown,1390053888,unknown,unknown,20
145,unknown,1390053835,unknown,unknown,20
145,unknown,1390053822,unknown,unknown,20
145,unknown,1390053709,unknown,unknown,20
145,unknown,1390053687,unknown,unknown,20
145,unknown,1390053658,unknown,unknown,20
145,unknown,1390053623,unknown,unknown,20
145,unknown,1390053619,unknown,unknown,20
145,unknown,1390053620,unknown,unknown,20
145,unknown,1390053589,unknown,unknown,20
145,unknown,1390053581,unknown,unknown,20
145,unknown,1390053582,unknown,unknown,20
145,unknown,1390053526,unknown,unknown,20
145,unknown,1390053520,unknown,unknown,20
145,unknown,1390053524,unknown,unknown,20
145,unknown,1390053510,unknown,unknown,20
145,unknown,1390053503,unknown,unknown,20
145,unknown,1390053466,unknown,unknown,20
145,unknown,1390053416,unknown,unknown,20
146,unknown,1390053985,unknown,unknown,2
146,unknown,1390053263,unknown,unknown,2
147,unknown,1390053983,unknown,unknown,2
147,unknown,1390053816,unknown,unknown,2
148,unknown,1390053984,unknown,unknown,2
148,unknown,1390053813,unknown,unknown,2
149,unknown,1390053975,unknown,unknown,2
149,unknown,1390053810,unknown,unknown,2
150,unknown,1390053944,unknown,unknown,2
150,unknown,1390053705,unknown,unknown,2
151,unknown,1390053904,unknown,unknown,2
151,unknown,1390053396,unknown,unknown,2
152,unknown,1390053881,unknown,unknown,2
152,unknown,1390053814,unknown,unknown,2
153,unknown,1390053848,unknown,unknown,2
153,unknown,1390053454,unknown,unknown,2
154,unknown,1390053737,unknown,unknown,3
154,unknown,1390053204,unknown,unknown,3
154,unknown,1390052905,unknown,unknown,3
155,unknown,1390053730,unknown,unknown,2
155,unknown,1390053540,unknown,unknown,2
156,unknown,1390053671,unknown,unknown,2
156,unknown,1390053651,unknown,unknown,2
157,unknown,1390053677,unknown,unknown,2
157,unknown,1390053632,unknown,unknown,2
158,unknown,1390053637,unknown,unknown,2
158,unknown,1390052596,unknown,unknown,2
159,unknown,1390053635,unknown,unknown,2
159,unknown,1390053484,unknown,unknown,2
160,unknown,1390053596,unknown,unknown,3
160,unknown,1390053467,unknown,unknown,3
160,unknown,1390053412,unknown,unknown,3
161,unknown,1390053545,unknown,unknown,2
161,unknown,1390053487,unknown,unknown,2
162,unknown,1390053493,unknown,unknown,2
162,unknown,1390052968,unknown,unknown,2
163,unknown,1390053446,unknown,unknown,2
163,unknown,1390052500,unknown,unknown,2
164,unknown,1390053411,unknown,unknown,3
164,unknown,1390052696,unknown,unknown,3
164,unknown,1390052560,unknown,unknown,3
165,unknown,1390053406,unknown,unknown,3
165,unknown,1390052766,unknown,unknown,3
165,unknown,1390052669,unknown,unknown,3
166,unknown,1390053403,unknown,unknown,2
166,unknown,1390053298,unknown,unknown,2
167,unknown,1390053401,unknown,unknown,2
167,unknown,1390053344,unknown,unknown,2
168,unknown,1390053392,unknown,unknown,2
168,unknown,1390053229,unknown,unknown,2
169,unknown,1390053376,unknown,unknown,4
169,unknown,1390053332,unknown,unknown,4
169,unknown,1390052702,unknown,unknown,4
169,unknown,1390052672,unknown,unknown,4
170,unknown,1390053358,unknown,unknown,2
170,unknown,1390053109,unknown,unknown,2
171,unknown,1390053322,unknown,unknown,2
171,unknown,1390053044,unknown,unknown,2
172,unknown,1390053268,unknown,unknown,2
172,unknown,1390053128,unknown,unknown,2
173,unknown,1390053259,unknown,unknown,2
173,unknown,1390053162,unknown,unknown,2
174,unknown,1390053251,unknown,unknown,2
174,unknown,1390053215,unknown,unknown,2
175,unknown,1390053246,unknown,unknown,3
175,unknown,1390053210,unknown,unknown,3
175,unknown,1390053175,unknown,unknown,3
176,unknown,1390053132,unknown,unknown,2
176,unknown,1390052767,unknown,unknown,2
177,unknown,1390053079,unknown,unknown,2
177,unknown,1390052102,unknown,unknown,2
178,unknown,1390053057,unknown,unknown,2
178,unknown,1390052827,unknown,unknown,2
179,unknown,1390053038,unknown,unknown,2
179,unknown,1390052917,unknown,unknown,2
180,unknown,1390052929,unknown,unknown,2
180,unknown,1390052621,unknown,unknown,2
181,unknown,1390052908,unknown,unknown,2
181,unknown,1390052865,unknown,unknown,2
182,unknown,1390052795,unknown,unknown,2
182,unknown,1390052577,unknown,unknown,2
183,unknown,1390052729,unknown,unknown,4
183,unknown,1390052456,unknown,unknown,4
183,unknown,1390052394,unknown,unknown,4
183,unknown,1390052328,unknown,unknown,4
184,unknown,1390052631,unknown,unknown,3
184,unknown,1390052359,unknown,unknown,3
184,unknown,1390052312,unknown,unknown,3
185,unknown,1390052547,unknown,unknown,3
185,unknown,1390052497,unknown,unknown,3
185,unknown,1390052440,unknown,unknown,3
186,unknown,1390052539,unknown,unknown,2
186,unknown,1390052490,unknown,unknown,2
187,unknown,1390052525,unknown,unknown,3
187,unknown,1390052461,unknown,unknown,3
187,unknown,1390052399,unknown,unknown,3
188,unknown,1390052509,unknown,unknown,3
188,unknown,1390052445,unknown,unknown,3
188,unknown,1390052404,unknown,unknown,3
189,unknown,1390052366,unknown,unknown,2
189,unknown,1390052224,unknown,unknown,2
190,unknown,1390052360,unknown,unknown,3
190,unknown,1390052317,unknown,unknown,3
190,unknown,1390052264,unknown,unknown,3
191,unknown,1390052341,unknown,unknown,2
191,unknown,1390052064,unknown,unknown,2
192,unknown,1390052277,unknown,unknown,2
192,unknown,1390052228,unknown,unknown,2
193,unknown,1390052252,unknown,unknown,2
193,unknown,1390052130,unknown,unknown,2
194,unknown,1390052166,unknown,unknown,2
194,unknown,1390052147,unknown,unknown,2
