group_id,problem_name,submission_id,username,language,identical_submissions_in_group
37,unknown,1390055961,unknown,unknown,2
37,unknown,1390055927,unknown,unknown,2
38,unknown,1390055959,unknown,unknown,7
38,unknown,1390055693,unknown,unknown,7
38,unknown,1390055132,unknown,unknown,7
38,unknown,1390055087,unknown,unknown,7
38,unknown,1390054475,unknown,unknown,7
38,unknown,1390054394,unknown,unknown,7
38,unknown,1390052953,unknown,unknown,7
39,unknown,1390055935,unknown,unknown,5
39,unknown,1390055799,unknown,unknown,5
39,unknown,1390055589,unknown,unknown,5
39,unknown,1390055537,unknown,unknown,5
39,unknown,1390054335,unknown,unknown,5
40,unknown,1390055933,unknown,unknown,2
40,unknown,1390055845,unknown,unknown,2
41,unknown,1390055934,unknown,unknown,2
41,unknown,1390055064,unknown,unknown,2
42,unknown,1390055901,unknown,unknown,2
42,unknown,1390055630,unknown,unknown,2
43,unknown,1390055894,unknown,unknown,2
43,unknown,1390055258,unknown,unknown,2
44,unknown,1390055888,unknown,unknown,6
44,unknown,1390053762,unknown,unknown,6
44,unknown,1390053640,unknown,unknown,6
44,unknown,1390053560,unknown,unknown,6
44,unknown,1390053248,unknown,unknown,6
44,unknown,1390052871,unknown,unknown,6
45,unknown,1390055863,unknown,unknown,2
45,unknown,1390055830,unknown,unknown,2
46,unknown,1390055861,unknown,unknown,8
46,unknown,1390055130,unknown,unknown,8
46,unknown,1390054818,unknown,unknown,8
46,unknown,1390054182,unknown,unknown,8
46,unknown,1390054003,unknown,unknown,8
46,unknown,1390053852,unknown,unknown,8
46,unknown,1390053832,unknown,unknown,8
46,unknown,1390053766,unknown,unknown,8
47,unknown,1390055831,unknown,unknown,2
47,unknown,1390055648,unknown,unknown,2
48,unknown,1390055837,unknown,unknown,4
48,unknown,1390052927,unknown,unknown,4
48,unknown,1390052152,unknown,unknown,4
48,unknown,1390052084,unknown,unknown,4
49,unknown,1390055819,unknown,unknown,4
49,unknown,1390055535,unknown,unknown,4
49,unknown,1390055318,unknown,unknown,4
49,unknown,1390054424,unknown,unknown,4
50,unknown,1390055805,unknown,unknown,2
50,unknown,1390055643,unknown,unknown,2
51,unknown,1390055793,unknown,unknown,11
51,unknown,1390055644,unknown,unknown,11
51,unknown,1390055615,unknown,unknown,11
51,unknown,1390055549,unknown,unknown,11
51,unknown,1390055499,unknown,unknown,11
51,unknown,1390055446,unknown,unknown,11
51,unknown,1390055193,unknown,unknown,11
51,unknown,1390055156,unknown,unknown,11
51,unknown,1390055069,unknown,unknown,11
51,unknown,1390055012,unknown,unknown,11
51,unknown,1390054968,unknown,unknown,11
52,unknown,1390055730,unknown,unknown,2
52,unknown,1390055565,unknown,unknown,2
53,unknown,1390055711,unknown,unknown,3
53,unknown,1390054543,unknown,unknown,3
53,unknown,1390053925,unknown,unknown,3
54,unknown,1390055710,unknown,unknown,3
54,unknown,1390055083,unknown,unknown,3
54,unknown,1390054723,unknown,unknown,3
55,unknown,1390055697,unknown,unknown,3
55,unknown,1390055604,unknown,unknown,3
55,unknown,1390055394,unknown,unknown,3
56,unknown,1390055694,unknown,unknown,8
56,unknown,1390055235,unknown,unknown,8
56,unknown,1390053964,unknown,unknown,8
56,unknown,1390053794,unknown,unknown,8
56,unknown,1390053489,unknown,unknown,8
56,unknown,1390053457,unknown,unknown,8
56,unknown,1390053428,unknown,unknown,8
56,unknown,1390053140,unknown,unknown,8
57,unknown,1390055681,unknown,unknown,3
57,unknown,1390055044,unknown,unknown,3
57,unknown,1390054499,unknown,unknown,3
58,unknown,1390055683,unknown,unknown,2
58,unknown,1390055500,unknown,unknown,2
59,unknown,1390055639,unknown,unknown,13
59,unknown,1390054278,unknown,unknown,13
59,unknown,1390054127,unknown,unknown,13
59,unknown,1390054106,unknown,unknown,13
59,unknown,1390054087,unknown,unknown,13
59,unknown,1390053993,unknown,unknown,13
59,unknown,1390053941,unknown,unknown,13
59,unknown,1390053936,unknown,unknown,13
59,unknown,1390053889,unknown,unknown,13
59,unknown,1390053857,unknown,unknown,13
59,unknown,1390053739,unknown,unknown,13
59,unknown,1390053702,unknown,unknown,13
59,unknown,1390053593,unknown,unknown,13
60,unknown,1390055632,unknown,unknown,15
60,unknown,1390055570,unknown,unknown,15
60,unknown,1390055404,unknown,unknown,15
60,unknown,1390055322,unknown,unknown,15
60,unknown,1390055305,unknown,unknown,15
60,unknown,1390055208,unknown,unknown,15
60,unknown,1390055085,unknown,unknown,15
60,unknown,1390054805,unknown,unknown,15
60,unknown,1390054644,unknown,unknown,15
60,unknown,1390054572,unknown,unknown,15
60,unknown,1390054359,unknown,unknown,15
60,unknown,1390054317,unknown,unknown,15
60,unknown,1390054220,unknown,unknown,15
60,unknown,1390054217,unknown,unknown,15
60,unknown,1390054055,unknown,unknown,15
61,unknown,1390055627,unknown,unknown,2
61,unknown,1390055598,unknown,unknown,2
62,unknown,1390055617,unknown,unknown,3
62,unknown,1390055560,unknown,unknown,3
62,unknown,1390055517,unknown,unknown,3
63,unknown,1390055614,unknown,unknown,2
63,unknown,1390055508,unknown,unknown,2
64,unknown,1390055578,unknown,unknown,3
64,unknown,1390055455,unknown,unknown,3
64,unknown,1390055443,unknown,unknown,3
65,unknown,1390055574,unknown,unknown,3
65,unknown,1390055210,unknown,unknown,3
65,unknown,1390055047,unknown,unknown,3
66,unknown,1390055550,unknown,unknown,2
66,unknown,1390055450,unknown,unknown,2
67,unknown,1390055548,unknown,unknown,2
67,unknown,1390055421,unknown,unknown,2
68,unknown,1390055544,unknown,unknown,2
68,unknown,1390055389,unknown,unknown,2
69,unknown,1390055526,unknown,unknown,9
69,unknown,1390055201,unknown,unknown,9
69,unknown,1390054750,unknown,unknown,9
69,unknown,1390054277,unknown,unknown,9
69,unknown,1390054251,unknown,unknown,9
69,unknown,1390054210,unknown,unknown,9
69,unknown,1390054061,unknown,unknown,9
69,unknown,1390053947,unknown,unknown,9
69,unknown,1390053736,unknown,unknown,9
70,unknown,1390055449,unknown,unknown,2
70,unknown,1390055407,unknown,unknown,2
71,unknown,1390055415,unknown,unknown,2
71,unknown,1390055292,unknown,unknown,2
72,unknown,1390055405,unknown,unknown,3
72,unknown,1390055152,unknown,unknown,3
72,unknown,1390055061,unknown,unknown,3
73,unknown,1390055390,unknown,unknown,2
73,unknown,1390055362,unknown,unknown,2
74,unknown,1390055352,unknown,unknown,9
74,unknown,1390055223,unknown,unknown,9
74,unknown,1390055049,unknown,unknown,9
74,unknown,1390054963,unknown,unknown,9
74,unknown,1390054929,unknown,unknown,9
74,unknown,1390054921,unknown,unknown,9
74,unknown,1390054871,unknown,unknown,9
74,unknown,1390054646,unknown,unknown,9
74,unknown,1390054528,unknown,unknown,9
75,unknown,1390055336,unknown,unknown,2
75,unknown,1390054690,unknown,unknown,2
76,unknown,1390055313,unknown,unknown,3
76,unknown,1390055242,unknown,unknown,3
76,unknown,1390055176,unknown,unknown,3
77,unknown,1390055290,unknown,unknown,4
77,unknown,1390054616,unknown,unknown,4
77,unknown,1390054546,unknown,unknown,4
77,unknown,1390054471,unknown,unknown,4
78,unknown,1390055200,unknown,unknown,7
78,unknown,1390054923,unknown,unknown,7
78,unknown,1390054814,unknown,unknown,7
78,unknown,1390054696,unknown,unknown,7
78,unknown,1390054634,unknown,unknown,7
78,unknown,1390054591,unknown,unknown,7
78,unknown,1390054118,unknown,unknown,7
79,unknown,1390055195,unknown,unknown,2
79,unknown,1390054698,unknown,unknown,2
80,unknown,1390055187,unknown,unknown,2
80,unknown,1390055103,unknown,unknown,2
81,unknown,1390055169,unknown,unknown,5
81,unknown,1390055004,unknown,unknown,5
81,unknown,1390054380,unknown,unknown,5
81,unknown,1390054275,unknown,unknown,5
81,unknown,1390054214,unknown,unknown,5
82,unknown,1390055141,unknown,unknown,2
82,unknown,1390053867,unknown,unknown,2
83,unknown,1390055146,unknown,unknown,2
83,unknown,1390055010,unknown,unknown,2
84,unknown,1390055104,unknown,unknown,16
84,unknown,1390055032,unknown,unknown,16
84,unknown,1390054809,unknown,unknown,16
84,unknown,1390054281,unknown,unknown,16
84,unknown,1390053971,unknown,unknown,16
84,unknown,1390053880,unknown,unknown,16
84,unknown,1390053856,unknown,unknown,16
84,unknown,1390053846,unknown,unknown,16
84,unknown,1390053533,unknown,unknown,16
84,unknown,1390053095,unknown,unknown,16
84,unknown,1390053075,unknown,unknown,16
84,unknown,1390053071,unknown,unknown,16
84,unknown,1390053052,unknown,unknown,16
84,unknown,1390052965,unknown,unknown,16
84,unknown,1390052958,unknown,unknown,16
84,unknown,1390052762,unknown,unknown,16
85,unknown,1390055090,unknown,unknown,2
85,unknown,1390053091,unknown,unknown,2
86,unknown,1390055092,unknown,unknown,3
86,unknown,1390052978,unknown,unknown,3
86,unknown,1390052059,unknown,unknown,3
87,unknown,1390055078,unknown,unknown,4
87,unknown,1390054369,unknown,unknown,4
87,unknown,1390054341,unknown,unknown,4
87,unknown,1390053500,unknown,unknown,4
88,unknown,1390055040,unknown,unknown,3
88,unknown,1390054819,unknown,unknown,3
88,unknown,1390052862,unknown,unknown,3
89,unknown,1390055013,unknown,unknown,11
89,unknown,1390054874,unknown,unknown,11
89,unknown,1390054601,unknown,unknown,11
89,unknown,1390054599,unknown,unknown,11
89,unknown,1390054171,unknown,unknown,11
89,unknown,1390053997,unknown,unknown,11
89,unknown,1390053997,unknown,unknown,11
89,unknown,1390053806,unknown,unknown,11
89,unknown,1390053519,unknown,unknown,11
89,unknown,1390053083,unknown,unknown,11
89,unknown,1390052996,unknown,unknown,11
90,unknown,1390055017,unknown,unknown,2
90,unknown,1390054829,unknown,unknown,2
91,unknown,1390055011,unknown,unknown,2
91,unknown,1390054977,unknown,unknown,2
92,unknown,1390055007,unknown,unknown,4
92,unknown,1390054609,unknown,unknown,4
92,unknown,1390054350,unknown,unknown,4
92,unknown,1390053535,unknown,unknown,4
93,unknown,1390055002,unknown,unknown,9
93,unknown,1390054965,unknown,unknown,9
93,unknown,1390054904,unknown,unknown,9
93,unknown,1390054728,unknown,unknown,9
93,unknown,1390054667,unknown,unknown,9
93,unknown,1390054545,unknown,unknown,9
93,unknown,1390054451,unknown,unknown,9
93,unknown,1390054347,unknown,unknown,9
93,unknown,1390054077,unknown,unknown,9
94,unknown,1390054992,unknown,unknown,5
94,unknown,1390054989,unknown,unknown,5
94,unknown,1390054847,unknown,unknown,5
94,unknown,1390054703,unknown,unknown,5
94,unknown,1390054579,unknown,unknown,5
95,unknown,1390054997,unknown,unknown,2
95,unknown,1390054922,unknown,unknown,2
96,unknown,1390054961,unknown,unknown,2
96,unknown,1390053179,unknown,unknown,2
97,unknown,1390054962,unknown,unknown,4
97,unknown,1390054036,unknown,unknown,4
97,unknown,1390053576,unknown,unknown,4
97,unknown,1390053476,unknown,unknown,4
98,unknown,1390054957,unknown,unknown,2
98,unknown,1390054132,unknown,unknown,2
99,unknown,1390054937,unknown,unknown,2
99,unknown,1390054775,unknown,unknown,2
100,unknown,1390054940,unknown,unknown,7
100,unknown,1390054736,unknown,unknown,7
100,unknown,1390054136,unknown,unknown,7
100,unknown,1390054088,unknown,unknown,7
100,unknown,1390053427,unknown,unknown,7
100,unknown,1390053136,unknown,unknown,7
100,unknown,1390052216,unknown,unknown,7
101,unknown,1390054858,unknown,unknown,4
101,unknown,1390054743,unknown,unknown,4
101,unknown,1390054531,unknown,unknown,4
101,unknown,1390053521,unknown,unknown,4
102,unknown,1390054855,unknown,unknown,16
102,unknown,1390054523,unknown,unknown,16
102,unknown,1390054410,unknown,unknown,16
102,unknown,1390054258,unknown,unknown,16
102,unknown,1390054218,unknown,unknown,16
102,unknown,1390054174,unknown,unknown,16
102,unknown,1390054140,unknown,unknown,16
102,unknown,1390054133,unknown,unknown,16
102,unknown,1390054129,unknown,unknown,16
102,unknown,1390054018,unknown,unknown,16
102,unknown,1390053945,unknown,unknown,16
102,unknown,1390053883,unknown,unknown,16
102,unknown,1390053791,unknown,unknown,16
102,unknown,1390053506,unknown,unknown,16
102,unknown,1390053361,unknown,unknown,16
102,unknown,1390053327,unknown,unknown,16
103,unknown,1390054854,unknown,unknown,2
103,unknown,1390054034,unknown,unknown,2
104,unknown,1390054845,unknown,unknown,2
104,unknown,1390054738,unknown,unknown,2
105,unknown,1390054799,unknown,unknown,2
105,unknown,1390054575,unknown,unknown,2
106,unknown,1390054785,unknown,unknown,13
106,unknown,1390054496,unknown,unknown,13
106,unknown,1390054224,unknown,unknown,13
106,unknown,1390053449,unknown,unknown,13
106,unknown,1390053022,unknown,unknown,13
106,unknown,1390052997,unknown,unknown,13
106,unknown,1390052524,unknown,unknown,13
106,unknown,1390052517,unknown,unknown,13
106,unknown,1390052338,unknown,unknown,13
106,unknown,1390052197,unknown,unknown,13
106,unknown,1390052167,unknown,unknown,13
106,unknown,1390052105,unknown,unknown,13
106,unknown,1390052061,unknown,unknown,13
107,unknown,1390054782,unknown,unknown,4
107,unknown,1390054549,unknown,unknown,4
107,unknown,1390054285,unknown,unknown,4
107,unknown,1390054203,unknown,unknown,4
108,unknown,1390054772,unknown,unknown,2
108,unknown,1390054670,unknown,unknown,2
109,unknown,1390054751,unknown,unknown,3
109,unknown,1390054510,unknown,unknown,3
109,unknown,1390054316,unknown,unknown,3
110,unknown,1390054706,unknown,unknown,2
110,unknown,1390054294,unknown,unknown,2
111,unknown,1390054700,unknown,unknown,2
111,unknown,1390054613,unknown,unknown,2
112,unknown,1390054697,unknown,unknown,2
112,unknown,1390054658,unknown,unknown,2
113,unknown,1390054659,unknown,unknown,4
113,unknown,1390054269,unknown,unknown,4
113,unknown,1390053462,unknown,unknown,4
113,unknown,1390053231,unknown,unknown,4
114,unknown,1390054631,unknown,unknown,6
114,unknown,1390054624,unknown,unknown,6
114,unknown,1390054618,unknown,unknown,6
114,unknown,1390054114,unknown,unknown,6
